DATE,PRCP,NROWS,MULT
2000,15877.0,366,1.0
2001,12011.0,365,0.7565031177174529
2002,12984.0,365,1.08100907501457
2003,21680.0,365,1.669747381392483
2004,16627.0,366,0.7669280442804428
2005,21119.0,337,1.2701629879112286
2006,18181.0,365,0.8608835645627161
2007,14008.0,365,0.7704746713602112
2008,15489.0,366,1.1057252998286693
2009,17357.0,365,1.1206017173477951
2010,19276.0,365,1.1105605807455206
2011,20030.0,296,1.0391159991699523
2012,16554.0,315,0.8264603095356965
2013,16839.0,316,1.0172163827473721
2014,11540.0,318,0.685313854741968
2015,8593.0,318,0.7446273830155979
2016,13438.0,312,1.563831025253113
2017,6294.0,197,0.4683732698318202
2018,8286.0,287,1.3164918970448045
2019,9748.0,358,1.176442191648564
2020,13609.0,253,1.3960812474353714
2021,11170.0,338,0.8207803659343081
2022,12563.0,299,1.1247090420769918
2023,12046.0,295,0.958847409058346
