DATE,PRCP,TMIN,NROWS,MULT
1950,7856.0,,365,1.0
1951,7157.0,,365,0.9110234215885947
1952,8726.0,,366,1.2192259326533463
1953,5005.0,,357,0.5735732294292918
1954,6448.0,,365,1.2883116883116883
1955,6877.0,,365,1.0665322580645162
1956,5074.0,,336,0.7378217245892104
1957,7267.0,,355,1.4322033898305084
1958,8899.0,,365,1.2245768542727398
1959,3941.0,,365,0.44285874817395215
1960,6199.0,,366,1.5729510276579548
1961,6238.0,,365,1.0062913373124698
1962,5605.0,,365,0.8985251683231805
1963,6527.0,,365,1.1644959857270294
1964,4829.0,,366,0.739849854450743
1965,6018.0,,365,1.246220749637606
1966,5177.0,,365,0.8602525756065138
1967,6486.0,,365,1.2528491404288198
1968,8135.0,,366,1.2542399013259329
1969,8168.0,,365,1.0040565457897972
1970,7684.0,,365,0.9407443682664055
1971,4239.0,,365,0.5516657990629881
1972,6288.0,,366,1.4833687190375089
1973,9626.0,,335,1.530852417302799
1974,5982.0,,361,0.621441928111365
1975,6365.0,,365,1.0640254095620194
1976,2819.0,,366,0.4428908091123331
1977,7231.0,,365,2.5650940049663
1978,7928.0,,365,1.0963905407274237
1979,7747.0,,365,0.9771695257315842
1980,4673.0,,366,0.6032012391893636
1981,8776.0,,365,1.878022683500963
1982,8527.0,,365,0.9716271649954421
1983,14019.0,,365,1.644071772018295
1984,5713.0,,366,0.4075183679292389
1985,5849.0,,365,1.0238053562051461
1986,7990.0,,365,1.366045477859463
1987,5838.0,,365,0.7306633291614518
1988,6385.0,,343,1.0936964713943131
1989,6560.0,,365,1.0274079874706343
1990,5183.0,,365,0.7900914634146341
1991,5397.0,,365,1.0412888288635924
1992,5778.0,,366,1.0705947748749305
1993,9688.0,,365,1.676704742125303
1994,6446.0,,365,0.6653592072667217
1995,10651.0,,365,1.652342538008067
1996,10465.0,,365,0.9825368509999061
1997,4014.0,,304,0.38356426182513137
1998,11715.0,,365,2.9185351270553066
1999,4706.0,,365,0.4017072129748186
2000,8524.0,,366,1.8113047173820656
2001,7013.0,,334,0.8227358047864852
2002,3004.0,,272,0.42834735491230574
2003,6457.0,,334,2.1494673768308923
2004,7272.0,,366,1.1262196066284653
2005,9075.0,,364,1.247937293729373
2006,9179.0,,335,1.0114600550964188
2007,5577.0,,334,0.6075825253295566
2008,5248.0,,366,0.9410077102384795
2009,5822.0,,365,1.109375
2010,11195.0,,365,1.9228787358296118
2011,6220.0,,364,0.5556051808843233
2012,9941.0,,352,1.5982315112540193
2013,3197.0,,364,0.3215974248063575
2014,10923.0,,365,3.416640600563028
2015,4903.0,,365,0.44886935823491714
2016,11361.0,,366,2.317152763614114
2017,7638.0,,365,0.6722999735938738
2018,6671.0,,365,0.8733961770096884
2019,10699.0,,365,1.6038075251086794
2020,4467.0,,366,0.4175156556687541
