DATE,PRCP,TMAX,NROWS,MULT
1950,9696.0,,334,1.0
1951,10254.0,,362,1.057549504950495
1952,11120.0,,365,1.084454846889019
1953,10050.0,,365,0.9037769784172662
1954,9865.0,,365,0.9815920398009951
1955,9630.0,,362,0.9761784085149519
1956,11048.0,,364,1.1472481827622014
1957,14212.0,,364,1.2863866763215062
1958,11822.0,,365,0.8318322544328737
1959,13636.0,,363,1.1534427338859754
1960,12545.0,,362,0.9199911997653271
1961,11585.0,,335,0.9234754882423276
1962,12273.0,,365,1.059387138541217
1963,10208.0,,365,0.8317444797523018
1964,15922.0,,366,1.5597570532915361
1965,10456.0,,365,0.6567014194196709
1966,11547.0,,365,1.1043420045906656
1967,11659.0,,365,1.0096994890447735
1968,10600.0,,366,0.9091688824084398
1969,10901.0,,365,1.0283962264150943
1970,10334.0,,365,0.9479864232639208
1971,14162.0,,365,1.3704277143410102
1972,12750.0,,365,0.9002965682813162
1973,12468.0,-178.0,334,0.9778823529411764
1974,12527.0,,365,1.0047321142123837
1975,13802.0,,365,1.1017801548654906
1976,12106.0,,366,0.8771192580785393
1977,12305.0,,365,1.0164381298529654
1978,11564.0,,365,0.939780577001219
1979,14617.0,,365,1.2640089934278795
1980,11463.0,,366,0.7842238489430116
1981,11836.0,,365,1.0325394748320684
1982,10545.0,,365,0.8909259885096317
1983,13670.0,,365,1.296348980559507
1984,11037.0,,366,0.8073884418434528
1985,11978.0,,365,1.0852586753646825
1986,9283.0,,364,0.7750041743195859
1987,12534.0,,365,1.3502100614025638
1988,8418.0,,366,0.6716132120631881
1989,14658.0,,365,1.7412687099073414
1990,13354.0,,365,0.9110383408377678
1991,13554.0,,365,1.0149767859817282
1992,13424.0,,366,0.9904087354286557
1993,10611.0,,365,0.7904499404052443
1994,11667.0,,334,1.0995193666949392
1995,10172.0,,364,0.8718608039770293
1996,12308.0,,366,1.209988202909949
1997,12766.0,,365,1.0372115697107573
1998,10653.0,,365,0.8344822183926054
1999,8822.0,,365,0.8281235332770112
2000,7647.0,,366,0.8668102471094989
2001,9067.0,,359,1.1856937361056623
2002,10034.0,,359,1.1066504907907797
2003,14194.0,,361,1.4145903926649392
2004,11505.0,,366,0.810553755107792
2005,10148.0,,357,0.882051282051282
2006,8890.0,,356,0.8760346866377612
2007,5627.0,,339,0.6329583802024746
2008,6648.0,,332,1.1814465967655945
2009,12469.0,,354,1.8756016847172081
2010,10259.0,,364,0.8227604459058465
2011,9999.0,,96,0.974656399259187
2012,7326.0,,301,0.7326732673267327
2013,11881.0,,342,1.6217581217581218
2014,9045.0,,353,0.7612995539096036
2015,10600.0,,344,1.17191818684356
2016,6971.0,,353,0.6576415094339623
2017,10341.0,,351,1.4834313584851528
2018,10461.0,,332,1.0116042935886278
2019,11546.0,,346,1.1037185737501194
2020,17020.0,,350,1.4741035856573705
