DATE,PRCP,NROWS,MULT
1950,13445.0,365,1.0
1951,14819.0,365,1.1021941242097435
1952,13999.0,366,0.9446656319589716
1953,13916.0,365,0.9940710050717908
1954,9435.0,365,0.6779965507329693
1955,12122.0,335,1.284790673025967
1956,9598.0,335,0.7917835340702855
1957,15364.0,365,1.6007501562825588
1958,12506.0,365,0.8139807341838063
1959,12564.0,365,1.004637773868543
1960,10364.0,365,0.82489652976759
1961,17491.0,362,1.6876688537244307
1962,11466.0,365,0.6555371333828827
1963,12475.0,365,1.0879993022850165
1964,15874.0,366,1.2724649298597195
1965,12528.0,365,0.7892150686657428
1966,14030.0,365,1.1198914431673053
1967,12706.0,365,0.9056307911617961
1968,13529.0,366,1.0647725484023296
1969,16092.0,365,1.1894448961490132
1970,15279.0,365,0.9494780014914244
1971,17003.0,365,1.1128346095948687
1972,15652.0,366,0.9205434335117332
1973,19321.0,365,1.23441093789931
1974,14801.0,365,0.7660576574711454
1975,16463.0,365,1.1122897101547193
1976,14394.0,366,0.8743242422401749
1977,17083.0,365,1.1868139502570516
1978,13016.0,365,0.7619270619914535
1979,16020.0,365,1.2307928703134603
1980,16536.0,366,1.0322097378277153
1981,11552.0,365,0.6985970004837929
1982,17335.0,364,1.5006059556786704
1983,19490.0,365,1.1243149697144506
1984,13113.0,366,0.6728065674704977
1985,13900.0,365,1.0600167772439564
1986,13170.0,365,0.9474820143884892
1987,15416.0,365,1.1705391040242976
1988,12865.0,366,0.8345225739491438
1989,16414.0,365,1.27586474931986
1990,17824.0,365,1.0859022785427075
1991,15103.0,365,0.8473406642728905
1992,15752.0,366,1.0429715950473415
1993,13862.0,365,0.8800152361604876
1994,14352.0,365,1.0353484345693262
1995,15339.0,365,1.0687709030100334
1996,15126.0,366,0.9861138274985332
1997,15085.0,365,0.9972894354092291
1998,16759.0,365,1.1109711634073582
1999,12392.0,365,0.7394235932931559
2000,10065.0,366,0.8122175597159458
2001,15351.0,365,1.5251862891207153
2002,13792.0,365,0.8984430981695004
2003,12585.0,337,0.9124854988399071
2004,12897.0,366,1.0247914183551847
2005,17167.0,365,1.3310847483910988
2006,14339.0,365,0.835265334653696
2007,8351.0,365,0.5823976567403585
2008,14562.0,366,1.743743264279727
2009,21343.0,365,1.465664057135009
2010,14381.0,365,0.6738040575364288
2011,13164.0,363,0.9153744524024755
2012,14792.0,343,1.123670616833789
2013,14470.0,365,0.9782314764737696
2014,14582.0,365,1.0077401520387008
2015,13833.0,365,0.9486353037992045
2016,12046.0,366,0.8708161642449216
2017,14737.0,363,1.2233936576456914
2018,17376.0,365,1.1790730813598427
2019,12773.0,365,0.7350943830570903
2020,18259.0,366,1.4294997259844986
