DATE,PRCP,TMAX,NROWS,MULT
1950,10903.0,,365,1.0
1951,11224.0,,365,1.0294414381362929
1952,12040.0,,366,1.0727013542409123
1953,10321.0,,365,0.8572259136212624
1954,13367.0,,365,1.2951264412363144
1955,10493.0,,365,0.784992892945313
1956,12914.0,,366,1.2307252454016964
1957,10114.0,,365,0.7831810438284033
1958,10475.0,,365,1.0356930986751038
1959,11707.0,,365,1.1176133651551312
1960,10989.0,,366,0.9386691722900828
1961,12535.0,,365,1.1406861406861406
1962,10511.0,,365,0.8385321100917431
1963,9646.0,,365,0.9177052611549805
1964,11636.0,,366,1.2063031308314327
1965,9323.0,,365,0.8012203506359574
1966,8841.0,,365,0.9482999034645501
1967,10638.0,,365,1.2032575500508993
1968,7456.0,,274,0.7008836247414928
1969,11212.0,,365,1.503755364806867
1970,12461.0,,365,1.1113985016054229
1971,12515.0,,365,1.0043335205842228
1972,13262.0,45.774193548387096,366,1.0596883739512586
1973,10634.0,,365,0.8018398431609108
1974,10077.0,,362,0.9476208388188828
1975,12398.0,,365,1.2303264860573584
1976,10055.0,,363,0.8110179061138894
1977,9073.0,,362,0.9023371456986574
1978,9599.0,,362,1.0579742091921085
1979,11417.0,,364,1.1893947286175643
1980,8801.0,,364,0.7708680038539021
1981,10246.0,,365,1.1641858879672764
1982,7524.0,,360,0.7343353503806364
1983,9346.0,,355,1.2421584263689527
1984,9123.0,,348,0.9761395249304515
1985,10490.0,,353,1.1498410610544776
1986,8588.0,,350,0.8186844613918017
1987,9049.0,,347,1.053679552864462
1988,9304.0,,353,1.0281799093822521
1989,10422.0,,362,1.1201633705932932
1990,11320.0,,351,1.0861638840913452
1991,7513.0,,365,0.6636925795053004
1992,8524.0,,360,1.134566750964994
1993,11964.0,,363,1.4035664007508213
1994,11029.0,,365,0.921848879973253
1995,9481.0,,333,0.8596427599963732
1996,12963.0,,305,1.3672608374644024
1997,11610.0,,364,0.8956260124971072
1998,9631.0,,364,0.8295434969853575
1999,9821.0,,365,1.019727961790053
2000,11545.0,,363,1.1755422054780573
2001,9641.0,,365,0.8350801212646167
2002,12488.0,,365,1.2953013172907375
2003,13895.0,,365,1.1126681614349776
2004,13053.0,,366,0.9394026628283555
2005,10783.0,,365,0.8260936183252892
2006,11515.0,,365,1.0678846332189558
2007,12712.0,,365,1.103951367781155
2008,13005.0,,366,1.0230490874764002
2009,10153.0,,365,0.7806997308727412
2010,10085.0,,365,0.9933024721757117
2011,14951.0,,365,1.4824987605354487
2012,12576.0,,366,0.8411477493144272
2013,11243.0,,365,0.8940044529262087
2014,11159.0,,365,0.9925286845148092
2015,12876.0,,365,1.1538668339456941
2016,10907.0,,366,0.8470798384591488
2017,14686.0,,365,1.3464747409920235
2018,17680.0,,365,1.2038676290344545
2019,13123.0,,365,0.7422511312217195
2020,12792.0,,366,0.9747771088927837
