DATE,PRCP,TMIN,NROWS,MULT
1950,9155.0,,365,1.0
1951,15013.0,,365,1.6398689240851994
1952,5350.0,,366,0.3563578232198761
1953,7077.0,,365,1.322803738317757
1954,6084.0,,365,0.8596863077575244
1955,7475.0,,365,1.2286324786324787
1956,6668.0,,366,0.8920401337792642
1957,10030.0,,365,1.5041991601679665
1958,11927.0,,365,1.1891326021934197
1959,8221.0,,365,0.6892764316257232
1960,9922.0,,366,1.2069091351417103
1961,13906.0,,365,1.4015319492037897
1962,8443.0,,365,0.6071479936717964
1963,5925.0,,365,0.7017647755537131
1964,10473.0,,366,1.7675949367088608
1965,9219.0,,365,0.8802635348037812
1966,6713.0,,365,0.7281700835231587
1967,11238.0,,365,1.6740652465365709
1968,9538.0,,366,0.8487275315892507
1969,13684.0,,365,1.434682323338226
1970,9517.0,,365,0.6954837766734873
1971,9388.0,,365,0.9864453083955028
1972,9301.0,,366,0.9907328504473797
1973,15369.0,,365,1.6524029674228577
1974,11058.0,,365,0.7195002927971892
1975,9203.0,,365,0.8322481461385423
1976,7652.0,,366,0.8314679995653591
1977,12166.0,,365,1.5899111343439625
1978,6517.0,,365,0.5356731875719217
1979,7892.0,43.80357142857143,335,1.2109866502992175
1980,4751.0,,363,0.602002027369488
1981,10967.0,,365,2.3083561355504103
1982,13760.0,,362,1.2546731102398103
1983,10021.0,,362,0.7282703488372093
1984,8818.0,,365,0.8799521005887636
1985,15625.0,,365,1.771943751417555
1986,10533.0,,334,0.674112
1987,12534.0,,365,1.1899743662774138
1988,7682.0,,364,0.6128929312270623
1989,10171.0,,365,1.3240041655818797
1990,11188.0,,365,1.0999901681250615
1991,7373.0,,365,0.6590096531998569
1992,13150.0,,365,1.7835345178353452
1993,10982.0,,363,0.8351330798479087
1994,9025.0,,365,0.8217993079584776
1995,7641.0,,364,0.8466481994459834
1996,7256.0,,366,0.9496139248789426
1997,10543.0,,365,1.4530044101433297
1998,15588.0,,365,1.478516551266243
1999,10728.0,,365,0.6882217090069284
2000,7025.0,,366,0.6548284862043251
2001,8736.0,,365,1.24355871886121
2002,8687.0,,365,0.9943910256410257
2003,8730.0,,365,1.0049499251755496
2004,11392.0,,366,1.3049255441008019
2005,10962.0,,365,0.9622542134831461
2006,6370.0,,365,0.5810983397190294
2007,12677.0,,365,1.9901098901098901
2008,13659.0,,336,1.0774631221897926
2009,15671.0,,365,1.147302145105791
2010,10821.0,,365,0.6905111352179184
2011,8134.0,,265,0.7516865354403475
2012,5920.0,,263,0.7278091959675437
2013,9021.0,,335,1.5238175675675676
2014,9437.0,,365,1.0461146214388648
2015,10511.0,,337,1.1138073540320017
2016,11284.0,,358,1.0735420036152603
2017,8727.0,,365,0.7733959588798298
2018,10890.0,,363,1.24785149535923
2019,12021.0,,363,1.1038567493112947
2020,7168.0,,336,0.5962898261375925
