DATE,PRCP,TMAX,NROWS,MULT
1950,6430.0,,335,1.0
1951,7066.0,,243,1.0989113530326593
1952,6097.0,,275,0.8628644211718086
1953,6297.0,,243,1.0328030178776448
1954,8988.0,,365,1.427346355407337
1955,5603.0,,365,0.6233867378727191
1956,7644.0,-178.0,366,1.3642691415313226
1957,8579.0,,365,1.1223181580324437
1958,5083.0,,365,0.5924932975871313
1959,9036.0,,365,1.777690340350187
1960,6206.0,,366,0.6868083222664896
1961,7026.0,,365,1.132130196583951
1962,7718.0,,365,1.098491317961856
1963,6695.0,,365,0.8674527079554288
1964,5722.0,,366,0.8546676624346528
1965,9692.0,,365,1.693813351974834
1966,6782.0,,365,0.6997523730912092
1967,7923.0,,365,1.1682394573872015
1968,9475.0,,366,1.1958853969456014
1969,8110.0,,365,0.8559366754617415
1970,8791.0,,365,1.0839704069050555
1971,8091.0,,365,0.9203731088613355
1972,8092.0,,366,1.00012359411692
1973,10641.0,,365,1.315002471576866
1974,8152.0,,365,0.7660934122732825
1975,8544.0,,365,1.0480863591756624
1976,5687.0,,366,0.6656132958801498
1977,8256.0,,365,1.4517320203973976
1978,11144.0,,365,1.3498062015503876
1979,9023.0,,365,0.8096733668341709
1980,6460.0,,366,0.7159481325501497
1981,8593.0,,365,1.3301857585139318
1982,9663.0,,365,1.1245199581054346
1983,10781.0,,365,1.1156990582634791
1984,8326.0,,366,0.772284574714776
1985,7215.0,,365,0.8665625750660582
1986,10050.0,,365,1.392931392931393
1987,7670.0,,365,0.7631840796019901
1988,6270.0,,316,0.817470664928292
1989,5504.0,,365,0.8778309409888357
1990,10898.0,,365,1.980014534883721
1991,10261.0,,365,0.9415489080565241
1992,7349.0,,366,0.7162069973686775
1993,10435.0,,365,1.4199210776976459
1994,8556.0,,365,0.819932918064207
1995,7389.0,,365,0.8636044880785414
1996,7705.0,,335,1.0427662741913655
1997,7908.0,,365,1.0263465282284232
1998,10416.0,,365,1.3171471927162368
1999,10096.0,,365,0.9692780337941628
2000,8947.0,,366,0.8861925515055468
2001,8977.0,,365,1.0033530792444394
2002,5973.0,,360,0.665367049125543
2003,5502.0,,365,0.9211451531893521
2004,9767.0,,366,1.7751726644856416
2005,7025.0,,365,0.7192587283710453
2006,8094.0,,359,1.152170818505338
2007,10225.0,,352,1.2632814430442303
2008,7515.0,,366,0.734963325183374
2009,7167.0,,365,0.9536926147704591
2010,9368.0,,336,1.3071019952560345
2011,7753.0,,365,0.827604611443211
2012,7525.0,,364,0.9705920288920418
2013,9181.0,,364,1.2200664451827243
2014,9153.0,,365,0.9969502232872236
2015,8610.0,,365,0.9406751884627991
2016,10101.0,,366,1.173170731707317
2017,9972.0,,365,0.9872289872289872
2018,10232.0,,365,1.0260730044123545
2019,10973.0,,365,1.072419859265051
2020,7729.0,,366,0.7043652601840882
