DATE,PRCP,NROWS
1950,66.0,1
1951,8816.0,365
1952,8771.0,366
1953,6593.0,365
1954,9818.0,365
1955,7805.0,365
1956,7251.0,366
1957,9411.0,365
1958,9457.0,365
1959,4463.0,365
1960,9625.0,366
1961,9994.0,365
1962,7549.0,365
1963,7323.0,365
1964,6823.0,366
1965,10596.0,365
1966,9151.0,365
1967,8516.0,365
1968,8807.0,366
1969,6585.0,365
1970,8682.0,365
1971,5924.0,365
1972,7702.0,366
1973,7884.0,365
1974,8688.0,365
1975,7204.0,365
1976,6421.0,366
1977,8392.0,365
1978,7081.0,365
1979,9326.0,365
1980,8606.0,366
1981,8667.0,365
1982,6473.0,365
1983,9342.0,365
1984,8554.0,366
1985,8992.0,365
1986,8268.0,365
1987,8384.0,365
1988,9655.0,366
1989,6993.0,365
1990,8342.0,365
1991,6773.0,365
1992,8291.0,366
1993,10767.0,365
1994,10702.0,365
1995,9102.0,365
1996,6283.0,366
1997,7108.0,365
1998,11482.0,365
1999,9000.0,365
2000,9336.0,366
2001,11589.0,365
2002,11542.0,365
2003,7287.0,365
2004,10772.0,366
2005,7975.0,365
2006,7890.0,365
2007,10417.0,365
2008,9313.0,366
2009,8029.0,365
2010,8118.0,365
2011,9104.0,365
2012,9166.0,366
2013,8806.0,365
2014,8831.0,365
2015,11395.0,365
2016,8418.0,366
2017,9687.0,365
2018,6918.0,365
2019,8489.0,365
2020,9423.0,366
2021,8047.0,348
2022,8448.0,365
2023,11357.0,365
2024,6708.0,225
