DATE,PRCP,NROWS
1950,0.0,1
1951,1861.0,365
1952,7540.0,366
1953,7455.0,365
1954,9423.0,365
1955,6818.0,365
1956,8071.0,366
1957,9062.0,365
1958,8490.0,365
1959,5741.0,365
1960,10040.0,366
1961,10175.0,365
1962,7522.0,365
1963,7148.0,365
1964,6802.0,366
1965,8740.0,365
1966,9966.0,365
1967,8215.0,365
1968,8822.0,366
1969,6752.0,365
1970,7668.0,365
1971,5773.0,365
1972,6868.0,366
1973,7747.0,365
1974,8500.0,365
1975,6881.0,365
1976,5666.0,366
1977,7592.0,365
1978,6872.0,365
1979,8693.0,365
1980,8773.0,366
1981,7971.0,365
1982,8757.0,365
1983,8751.0,365
1984,9437.0,366
1985,9560.0,365
1986,8969.0,365
1987,8687.0,365
1988,9882.0,366
1989,6747.0,365
1990,8855.0,365
1991,6798.0,365
1992,9212.0,366
1993,9041.0,365
1994,10137.0,365
1995,9744.0,365
1996,6361.0,366
1997,6387.0,365
1998,10166.0,365
1999,10053.0,365
2000,9479.0,366
2001,10846.0,365
2002,9594.0,365
2003,6656.0,365
2004,10306.0,366
2005,8600.0,365
2006,8047.0,365
2007,9915.0,365
2008,10132.0,366
2009,7839.0,365
2010,8258.0,365
2011,8855.0,365
2012,11266.0,366
2013,7942.0,365
2014,8380.0,365
2015,9792.0,365
2016,8000.0,366
2017,11128.0,365
2018,7723.0,365
2019,9916.0,365
2020,10506.0,366
2021,9152.0,349
2022,9542.0,365
2023,12650.0,365
2024,6784.0,225
