DATE,PRCP,NROWS
1750,1453.0,141
1972,1047.0,61
1973,9880.0,365
1974,20436.0,365
1975,8844.0,365
1976,10698.0,366
1977,10936.0,361
1978,6574.0,363
1979,9990.0,365
1980,6994.0,366
1981,12108.0,365
1982,6156.0,365
1983,6204.0,361
1984,8984.0,366
1985,6420.0,361
1986,7142.0,365
1987,7524.0,365
1988,7608.0,366
1989,12160.0,365
1990,4208.0,365
1991,10910.0,365
1992,5494.0,366
1993,4378.0,365
1994,5056.0,365
1995,7030.0,365
1996,7456.0,366
1997,9390.0,365
1998,9660.0,365
1999,13210.0,364
2000,10506.0,366
2001,9040.0,365
2002,4420.0,365
2003,10382.0,331
2004,9320.0,366
2005,4964.0,365
2006,9436.0,365
2007,10306.0,364
2008,11746.0,366
2009,13334.0,365
2010,16804.0,365
2011,9071.0,365
2012,7732.0,366
2013,8698.0,365
2014,4384.0,365
2015,6222.0,365
2016,8062.0,366
2017,10342.0,365
2018,6354.0,365
2019,5864.0,365
2020,8210.0,366
2021,11796.0,365
2022,8062.0,180
2023,15096.0,365
