DATE,PRCP,NROWS
1750,622.0,103
1969,4075.0,306
1970,4300.0,365
1971,5464.0,362
1972,3619.0,365
1973,6486.0,365
1974,7840.0,365
1975,4670.0,365
1976,3634.0,364
1977,3112.0,365
1978,5186.0,365
1979,6127.0,365
1980,5342.0,366
1981,5080.0,365
1982,2552.0,365
1983,3802.0,319
1984,2938.0,356
1985,3995.0,364
1986,4318.0,362
1987,3449.0,364
1988,3936.0,366
1989,3734.0,359
1990,4126.0,365
1991,4968.0,365
1992,7188.0,362
1993,4524.0,365
1994,2228.0,362
1995,5724.0,364
1996,4583.0,366
1997,4502.0,365
1998,4116.0,365
1999,3863.0,365
2000,4178.0,363
2001,3726.0,357
2002,1748.0,360
2003,3439.0,361
2004,4212.0,365
2005,4157.0,360
2006,1700.0,361
2007,3218.0,299
2008,2697.0,327
2009,4758.0,365
2010,5222.0,365
2011,5428.0,365
2012,3646.0,366
2013,4066.0,365
2014,3914.0,354
2015,2599.0,304
2016,5647.0,366
2017,3542.0,304
2018,3034.0,363
2019,2608.0,364
2020,4142.0,365
2021,4148.0,364
2022,6043.0,364
2023,3398.0,362
