DATE,PRCP,NROWS
1750,2608.0,89
1946,6891.0,299
1947,9789.0,365
1948,11474.0,366
1949,11572.0,365
1950,15918.0,364
1951,14192.0,365
1952,17930.0,366
1953,7304.0,365
1954,6498.0,365
1955,10119.0,365
1956,17883.0,366
1957,7166.0,365
1958,6283.0,304
1959,13620.0,334
1960,6602.0,215
1961,13402.0,304
1962,9176.0,365
1963,10514.0,364
1964,9455.0,366
1965,4309.0,365
1966,9706.0,365
1967,6882.0,365
1968,4714.0,366
1969,10880.0,365
1970,10067.0,365
1971,7549.0,330
1972,6703.0,361
1973,8149.0,365
1974,14150.0,348
1975,13732.0,365
1976,9244.0,303
1977,5566.0,363
1978,14364.0,365
1979,5736.0,365
1980,6115.0,366
1981,8602.0,365
1982,3816.0,365
1983,11766.0,348
1984,9263.0,366
1985,10196.0,365
1986,4920.0,362
1987,5822.0,335
1988,11964.0,365
1989,10384.0,365
1990,6708.0,361
1991,13632.0,365
1992,12014.0,366
1993,6478.0,365
1994,6276.0,365
1995,8446.0,365
1996,6344.0,366
1997,6918.0,364
1998,8042.0,365
1999,6838.0,365
2000,6592.0,365
2001,7454.0,361
2002,4940.0,365
2003,6880.0,364
2004,5812.0,366
2005,8770.0,364
2006,5420.0,365
2007,11310.0,364
2008,5472.0,364
2009,5878.0,365
2010,11276.0,365
2011,9594.0,365
2012,10576.0,366
2013,8138.0,363
2014,9836.0,365
2015,6808.0,295
2016,10074.0,274
2017,5414.0,178
2018,6138.0,363
2019,4834.0,365
2020,11178.0,366
2021,14356.0,365
2022,13730.0,365
2023,7548.0,362
