DATE,PRCP,NROWS
1750,42.0,44
1888,726.0,122
1889,5154.0,365
1890,3890.0,365
1891,3349.0,365
1892,2816.0,336
1893,3035.0,365
1894,4631.0,365
1895,2472.0,365
1896,2996.0,366
1897,2616.0,365
1898,2806.0,365
1899,3371.0,365
1900,2773.0,365
1901,2511.0,365
1902,2273.0,365
1903,4778.0,365
1904,3133.0,335
1905,2810.0,365
1906,3685.0,334
1907,2407.0,245
1908,3237.0,366
1911,360.0,122
1912,2888.0,366
1913,3402.0,365
1914,1897.0,365
1915,3357.0,365
1916,4979.0,366
1917,5189.0,365
1918,3641.0,365
1919,3132.0,365
1920,3573.0,366
1921,4759.0,365
1922,2309.0,365
1923,3341.0,365
1924,4386.0,366
1925,2354.0,365
1926,3063.0,365
1927,2495.0,365
1928,3794.0,366
1929,2245.0,365
1930,4208.0,365
1931,4330.0,365
1932,4411.0,366
1933,3639.0,365
1934,3969.0,365
1935,4029.0,365
1936,3383.0,366
1937,2571.0,365
1938,1610.0,365
1939,4329.0,365
1940,2068.0,366
1941,2815.0,365
1942,3868.0,365
1943,1904.0,335
1944,1469.0,366
1945,2929.0,365
1946,3366.0,365
1947,3957.0,365
1948,2841.0,366
1949,3172.0,365
1950,5174.0,365
1951,3418.0,364
1952,4332.0,366
1953,3172.0,364
1954,3730.0,365
1955,5459.0,365
1956,5975.0,366
1957,2373.0,365
1958,4042.0,365
1959,3450.0,365
1960,4800.0,366
1961,3269.0,365
1962,3006.0,362
1963,3725.0,356
1964,3630.0,359
1965,2609.0,362
1966,2788.0,362
1967,1255.0,363
1968,4306.0,365
1969,4196.0,365
1970,3846.0,365
1971,4946.0,365
1972,3320.0,366
1973,7261.0,365
1974,4818.0,326
1975,4036.0,362
1976,2928.0,366
1977,2626.0,365
1978,3890.0,361
1979,4248.0,365
1980,3044.0,362
1981,3513.0,365
1982,1256.0,365
1983,4113.0,334
1984,3107.0,366
1985,3312.0,365
1986,3205.0,365
1987,3430.0,365
1988,4654.0,366
1989,5214.0,365
1990,2442.0,365
1991,3518.0,365
1992,6014.0,366
1993,3695.0,365
1994,1878.0,355
1995,3580.0,365
1996,4362.0,366
1997,2364.0,365
1998,2424.0,323
1999,1586.0,342
2000,2822.0,353
2001,1410.0,284
2002,1642.0,362
2003,3002.0,359
2004,1452.0,267
2005,3687.0,361
2006,1448.0,361
2007,2662.0,364
2008,2952.0,366
2009,2943.0,365
2010,5840.0,365
2011,4987.0,365
2012,2699.0,366
2013,2967.0,334
2014,2378.0,364
2015,2093.0,335
2016,4940.0,366
2017,4023.0,363
2018,2842.0,362
2019,2660.0,364
2020,4142.0,364
2021,3178.0,365
2022,5198.0,363
2023,3278.0,364
