DATE,PRCP,NROWS
1973,5529,306
1974,5430,365
1975,4808,365
1976,4461,366
1977,4924,334
1978,4287,365
1979,7810,365
1980,6327,366
1981,7429,365
1982,6199,365
1983,6032,365
1984,7417,366
1985,7816,365
1986,8389,365
1987,6993,365
1988,6716,366
1989,5206,365
1990,6919,365
1991,6050,365
1992,7029,366
1993,6260,365
1994,5462,365
1995,5468,365
1996,5171,366
1997,6821,365
1998,6536,365
1999,6233,365
2000,8652,366
2001,7605,365
2002,6663,365
2003,6359,365
2004,5049,366
2005,5389,365
2006,7266,365
2007,5503,365
2008,5707,366
2009,7500,365
2010,6859,365
2011,6378,365
2012,7490,366
2013,4603,365
2014,7937,365
2015,6414,365
2016,5228,366
2017,5503,365
2018,4810,365
2019,7329,365
2020,6586,366
2021,5968,365
2022,5090,365
2023,7400,365
2024,4832,244
