DATE,PRCP,NROWS
1945,8289,365
1946,8457,365
1947,4676,365
1948,8222,366
1949,9614,365
1950,10890,365
1951,10163,365
1952,7130,366
1953,8479,365
1954,9790,365
1955,6545,365
1956,6920,366
1957,8854,365
1958,8303,365
1959,8003,365
1960,9998,366
1961,9365,365
1962,11707,365
1963,8795,365
1964,8656,366
1965,9866,365
1966,9249,365
1967,11820,365
1968,8918,366
1969,8385,365
1970,8341,365
1971,8494,365
1972,8131,366
1973,7503,365
1974,9848,365
1975,6799,365
1976,7386,366
1977,10919,365
1978,7561,365
1979,9129,365
1980,4346,244
1981,5692,184
1982,9789,365
1983,8852,365
1984,8887,366
1985,9856,365
1986,9008,365
1987,9501,365
1988,11206,366
1989,7796,365
1990,9463,365
1991,7629,365
1992,8173,366
1993,9206,365
1994,10513,365
1995,8300,365
1996,7127,366
1997,7592,365
1998,10762,365
1999,12671,365
2000,13759,366
2001,8696,365
2002,10146,365
2003,8416,365
2004,10962,366
2005,9208,365
2006,11828,365
2007,9686,365
2008,12038,366
2009,10620,365
2010,9033,365
2011,10131,365
2012,12702,366
2013,8675,365
2014,11960,365
2015,11119,365
2016,8938,366
2017,8972,365
2018,8013,365
2019,11126,365
2020,11435,366
2021,8587,365
2022,9375,365
2023,11284,365
2024,8194,244
