DATE,PRCP,NROWS
1972,2261,184
1973,5208,365
1974,7464,365
1975,5435,365
1976,5256,366
1977,8055,365
1978,5676,365
1979,8491,365
1980,6512,366
1981,7017,365
1982,7394,365
1983,5753,365
1984,7362,366
1985,8267,365
1986,7559,365
1987,7415,365
1988,8579,366
1989,4968,365
1990,7830,365
1991,6814,365
1992,6455,366
1993,6787,365
1994,7425,365
1995,6436,365
1996,5865,366
1997,6891,365
1998,7504,365
1999,8779,365
2000,10221,366
2001,6895,365
2002,7262,365
2003,6917,365
2004,7648,366
2005,5075,365
2006,7411,365
2007,6515,365
2008,8372,366
2009,8308,365
2010,7008,365
2011,7615,365
2012,8551,366
2013,5474,365
2014,8132,365
2015,7701,365
2016,5427,366
2017,6732,365
2018,5577,365
2019,8239,365
2020,7275,366
2021,7064,365
2022,6250,365
2023,8066,365
2024,6183,244
