DATE,PRCP,NROWS
1863,5870,365
1864,5150,366
1865,3419,365
1866,6735,365
1867,6642,365
1868,5145,366
1869,5351,365
1870,4887,365
1871,4858,365
1872,7874,366
1873,8423,365
1874,4314,305
1875,5768,365
1876,5229,366
1877,7059,365
1878,5772,365
1879,5760,365
1880,6755,366
1881,5805,365
1882,6346,365
1883,6778,365
1884,6300,366
1885,5228,365
1886,4629,365
1887,5042,365
1888,5956,366
1889,5667,365
1890,5945,365
1891,7196,365
1892,6152,366
1893,6254,365
1894,7240,365
1895,6734,365
1896,7027,366
1897,6483,365
1898,7280,365
1899,5107,365
1900,6614,365
1901,5966,365
1902,5411,365
1903,6633,365
1904,5633,366
1905,6067,365
1906,5765,365
1907,5300,365
1908,7191,366
1909,5652,365
1910,7280,365
1911,5643,365
1912,7080,366
1913,5550,365
1914,6026,365
1915,5590,365
1916,7102,366
1917,6444,365
1918,5096,365
1919,6118,365
1920,6153,366
1921,6205,365
1922,6082,365
1923,6254,365
1924,4987,366
1925,6460,365
1926,6023,365
1927,7055,365
1928,6806,366
1929,6083,365
1930,6726,365
1931,5623,365
1932,5986,366
1933,4903,365
1934,5922,365
1935,6762,365
1936,5632,366
1937,6109,365
1938,5820,365
1939,5548,365
1940,5240,366
1941,5780,365
1942,6252,365
1943,6872,365
1944,5229,366
1945,7776,365
1946,6345,365
1947,4218,365
1948,5503,366
1949,5486,365
1950,6898,365
1951,6590,365
1952,7350,366
1953,4320,365
1954,8169,365
1955,5681,365
1956,5710,366
1957,542,31
1961,5982,365
1962,7071,365
1963,7871,365
1964,5389,366
1965,6129,365
1966,7345,365
1967,7834,365
1968,6074,366
1969,5764,365
1970,7224,365
1971,5894,365
1972,5535,366
1973,6415,365
1974,6994,365
1975,4883,365
1976,5157,366
1977,6618,365
1978,6477,365
1979,6583,365
1980,7848,366
1981,8356,365
1982,6355,365
1983,6995,365
1984,6925,366
1985,7368,365
1986,6296,365
1987,6656,365
1988,6929,366
1989,5263,365
1990,6299,365
1991,6618,365
1992,6201,366
1993,6520,365
1994,7743,365
1995,6015,365
1996,5287,366
1997,5300,365
1998,7687,365
1999,7781,365
2000,7373,366
2001,6740,365
2002,7278,365
2003,5652,365
2004,6965,366
2005,5645,365
2006,8446,365
2007,8438,365
2008,6667,366
2009,5921,365
2010,7469,365
2011,7714,365
2012,5985,366
2013,6007,365
2014,7997,365
2015,7240,365
2016,6103,366
2017,7845,365
2018,4771,365
2019,7072,365
2020,6333,366
2021,7091,365
2022,6526,365
2023,9207,365
2024,4313,242
