DATE,PRCP,NROWS
1975,5115.0,365
1976,5112.0,366
1977,5952.0,365
1978,6404.0,365
1979,7022.0,365
1980,6517.0,366
1981,7114.0,365
1982,6022.0,365
1983,6993.0,365
1984,6878.0,366
1985,8062.0,365
1986,7404.0,365
1987,8467.0,365
1988,6195.0,366
1989,6403.0,365
1990,6993.0,365
1991,6597.0,365
1992,7590.0,366
1993,9418.0,365
1994,5873.0,365
1995,6474.0,365
1996,6850.0,366
1997,6077.0,365
1998,8770.0,365
1999,6637.0,365
2000,10221.0,366
2001,8021.0,365
2002,5470.0,365
2003,6136.0,365
2004,5278.0,366
2005,7458.0,365
2006,8217.0,365
2007,5720.0,365
2008,6723.0,366
2009,7913.0,365
2010,6607.0,365
2011,6858.0,365
2012,6318.0,366
2013,6767.0,365
2014,6725.0,365
2015,7344.0,365
2016,4159.0,306
2017,6384.0,365
2018,6590.0,365
2019,7054.0,365
2020,7027.0,366
2023,5966.0,275
