DATE,PRCP,NROWS,MULT
2000,8386.0,366,1.0
2001,6188.0,365,0.7378964941569283
2002,5706.0,365,0.9221073044602457
2003,5808.0,365,1.017875920084122
2004,5532.0,366,0.9524793388429752
2005,5815.0,365,1.0511569052783802
2006,6340.0,365,1.0902837489251935
2007,6295.0,365,0.9929022082018928
2008,6947.0,366,1.1035742652899125
2009,6031.0,365,0.8681445228156038
2010,7146.0,365,1.1848781296634057
2011,5907.0,365,0.8266162888329135
2012,7656.0,366,1.2960893854748603
2013,4738.0,365,0.6188610240334378
2014,6562.0,365,1.384972562262558
2015,7103.0,365,1.0824443767144163
2016,4531.0,366,0.6378994790933409
2017,5956.0,365,1.314500110350916
2018,3941.0,365,0.6616856950973808
2019,6120.0,365,1.5529053539710733
2020,5407.0,366,0.8834967320261438
2021,5488.0,365,1.0149805807286851
2022,6257.0,365,1.1401239067055393
2023,7855.0,365,1.255393958766182
