DATE,PRCP,NROWS
1980,46227,365
1981,41064,365
1982,50415,365
1983,50545,363
1984,39290,366
1985,57982,365
1986,51522,365
1987,46228,365
1988,59705,366
1989,48379,365
1990,59802,365
1991,40743,365
1992,49990,366
1993,46508,365
1994,42062,365
1995,45718,365
1996,42249,366
1997,68195,365
1998,44898,365
1999,62956,365
2000,49559,335
2001,41381,365
2002,60162,365
2003,42816,365
2004,33589,366
2005,44141,365
2006,47301,365
2007,50402,365
2008,52257,366
2009,52338,365
2010,51163,365
2011,49612,365
2012,57103,366
2013,42567,365
2014,43805,365
2015,44449,365
2016,61376,366
2017,44410,365
2018,51184,365
2019,52718,365
2020,59526,366
2021,43273,365
2022,46151,365
