DATE,PRCP,NROWS
1970,6061,365
1971,5897,365
1972,6159,366
1973,6005,365
1974,6348,305
1975,6430,365
1976,5489,366
1977,6147,365
1978,4425,365
1979,6462,365
1980,4400,366
1981,7392,365
1982,5967,365
1983,6619,365
1984,5398,366
1985,6067,365
1986,4943,365
1987,4432,334
1988,6090,366
1989,7368,365
1990,2501,180
1997,5906,365
1998,8132,365
1999,6462,365
2000,7731,366
2001,5534,365
2002,5555,365
2003,6613,365
2004,7303,366
2005,7262,365
2006,5295,365
2007,7305,365
2008,7702,366
2009,5990,365
2010,5969,365
2011,7459,365
2012,7666,366
2013,6969,364
2014,6243,362
2015,9505,365
2016,6908,366
2017,6091,365
2018,5386,365
2019,7099,365
2020,8174,355
2021,6839,365
2022,6356,365
2023,6165,365
2024,4241,244
