DATE,PRCP,NROWS
1980,20818,366
1981,21805,365
1982,23311,365
1983,16620,365
1984,19386,366
1985,14015,365
1986,16614,365
1987,12267,365
1988,23936,366
1989,26837,365
1990,16023,365
1991,15653,365
1992,14058,366
1993,21128,365
1994,17854,365
1995,22754,365
1996,27469,366
1997,26145,365
1998,15238,365
1999,27750,365
2000,31757,366
2001,22149,365
2002,27183,365
2003,18134,365
2004,16047,366
2005,18762,365
2006,23378,365
2007,31620,365
2008,30379,366
2009,25455,365
2010,23511,365
2011,22614,365
2012,26457,335
2013,20664,363
2014,15290,361
2015,9045,360
2016,22423,363
2017,26981,362
2018,23098,365
2019,18248,354
2020,10804,276
2021,6415,154
2022,28969,365
