DATE,PRCP,NROWS
1965,5092,365
1966,4961,365
1967,5040,365
1968,4950,366
1969,3915,365
1970,4708,365
1971,4742,365
1972,4922,366
1973,4577,365
1974,6619,365
1975,4453,365
1976,4654,366
1977,5801,365
1978,4299,365
1979,5477,365
1980,5899,366
1981,7049,365
1982,4759,365
1983,6645,365
1984,4953,366
1985,5421,365
1986,6075,365
1987,5901,365
1988,5364,366
1989,6322,365
1990,5524,365
1991,7012,365
1992,6722,366
1993,5448,365
1994,5870,365
1995,5741,365
1996,5762,366
1997,6355,365
1998,6589,365
1999,5469,365
2000,6542,366
2001,6023,365
2002,5525,363
2003,6199,365
2004,7812,366
2005,5531,365
2006,6177,364
2007,6683,365
2008,7328,366
2009,4911,365
2010,6003,365
2011,6503,365
2012,7660,366
2013,7152,363
2014,5273,365
2015,8175,365
2016,6356,365
2017,6307,365
2018,4503,365
2019,5951,365
2020,6686,366
2021,6456,365
2022,6752,365
2023,6609,365
2024,4315,244
