DATE,PRCP,NROWS
1965,6677,365
1966,6967,365
1967,7027,365
1968,6320,366
1969,5931,365
1970,6736,365
1971,5234,365
1972,6428,366
1973,6065,365
1974,8230,365
1975,5455,365
1976,5335,366
1977,7782,365
1978,5613,365
1979,7180,365
1980,6807,366
1981,9197,365
1982,6175,365
1983,5913,365
1984,8475,366
1985,6142,335
1986,7689,365
1987,5879,365
1988,6351,335
1989,5808,365
1990,6817,365
1991,6927,365
1992,6844,366
1993,5211,365
1994,6246,365
1995,7093,365
1996,6565,366
1997,6487,365
1998,7750,365
1999,5850,365
2000,7581,366
2001,7254,365
2002,5940,365
2003,4972,365
2004,5513,304
2005,7885,365
2006,6353,365
2007,7491,365
2008,8411,366
2009,6295,365
2010,5751,365
2011,7309,365
2012,8360,366
2013,5855,359
2014,5294,360
2015,7012,365
2016,6775,366
2017,7859,365
2018,5562,365
2019,6964,363
2020,8717,366
2021,6992,365
2022,6875,365
2023,7328,365
2024,3980,243
