DATE,PRCP,NROWS
1980,24522,366
1981,23719,365
1982,23297,365
1983,19999,365
1984,18927,366
1985,22105,365
1986,20561,365
1987,14804,365
1988,21703,366
1989,21852,365
1990,22952,365
1991,14624,365
1992,17252,366
1993,24701,365
1994,18885,365
1995,18328,365
1996,19530,366
1997,20070,365
1998,20161,365
1999,29645,365
2000,30726,366
2001,25045,365
2002,19827,365
2003,15429,365
2004,18574,366
2005,28027,365
2006,18650,357
2007,28474,365
2008,28821,364
2009,23583,365
2010,19959,365
2011,21885,365
2012,30937,336
2013,18434,273
2014,15368,272
2015,7156,117
2016,13966,292
2017,25546,258
2018,22179,289
2019,20768,294
2020,23573,321
2021,26097,337
2022,22900,295
