DATE,PRCP,NROWS
1966,4566,276
1967,6380,365
1968,4756,366
1969,4031,365
1970,5189,365
1971,5236,365
1972,4809,366
1973,5998,365
1974,8313,365
1975,4981,365
1976,4667,366
1977,6374,365
1978,4483,365
1979,6678,365
1980,4777,366
1981,7729,365
1982,5746,365
1983,6383,365
1984,6101,366
1985,5388,365
1986,5417,365
1987,5034,365
1988,7124,366
1989,6149,365
1990,5497,365
1991,5998,365
1992,7183,366
1993,5035,365
1994,4848,365
1995,5482,365
1996,5293,366
1997,4299,365
1998,6540,365
1999,5538,365
2000,5705,366
2001,5626,365
2002,5100,365
2003,4763,365
2004,4613,366
2005,5870,365
2006,4888,365
2007,5464,365
2008,5858,366
2009,3992,365
2010,5433,365
2011,6080,365
2012,7146,366
2013,5166,365
2014,4288,362
2015,6108,365
2016,4658,366
2017,5597,365
2018,3970,365
2019,6178,364
2020,5303,366
2021,5736,365
2022,5575,365
2023,6923,364
2024,3883,244
