DATE,PRCP,NROWS
1965,5756,365
1966,6510,365
1967,7007,365
1968,6296,366
1969,5923,365
1970,7243,365
1971,6390,365
1972,5754,366
1973,5846,365
1974,8811,365
1975,5797,365
1976,5047,366
1977,7438,365
1978,4277,334
1979,6679,365
1980,6022,366
1981,8753,365
1982,5980,365
1983,6616,365
1984,7702,366
1985,6621,365
1986,7397,365
1987,8046,365
1988,6552,335
1989,6291,365
1990,7609,365
1991,7597,365
1992,7984,366
1993,5688,365
1994,7827,365
1995,6544,365
1996,7237,366
1997,6200,365
1998,7135,365
1999,6965,365
2000,8021,366
2001,7021,365
2002,4989,302
2003,6393,365
2004,6011,366
2005,6192,365
2006,6200,365
2007,6706,365
2008,8753,366
2009,4921,365
2010,6385,365
2011,7695,365
2012,8314,366
2013,6141,364
2014,4976,365
2015,6109,365
2016,7239,365
2017,6775,365
2018,4454,365
2019,7452,365
2020,6541,366
2021,7246,365
2022,6783,365
2023,7039,355
2024,4342,237
