DATE,PRCP,NROWS
1980,16270,366
1981,21397,365
1982,18212,365
1983,12228,365
1984,14619,366
1985,22027,365
1986,19261,365
1987,9536,365
1988,20897,366
1989,25508,365
1990,17263,365
1991,18441,365
1992,13058,366
1993,14829,365
1994,15343,365
1995,14619,365
1996,22422,366
1997,23193,365
1998,12132,365
1999,34569,365
2000,30089,366
2001,20414,365
2002,17041,365
2003,14587,365
2004,14883,366
2005,15799,365
2006,18440,365
2007,23371,365
2008,25017,366
2009,28703,365
2010,12397,363
2011,30232,359
2012,37435,366
2013,24791,365
2014,11323,365
2015,10434,365
2016,20978,365
2017,17258,365
2018,20281,361
2019,15938,365
2020,18582,366
2021,22941,364
2022,33319,364
