DATE,PRCP,NROWS
1980,16815,275
1981,20839,365
1982,22503,365
1983,21788,365
1984,24912,365
1985,19955,365
1986,27516,365
1987,17413,365
1988,21909,365
1989,24708,365
1990,21448,365
1991,18536,337
1992,20020,366
1993,22711,365
1994,18347,365
1995,15758,365
1996,24151,366
1997,22965,365
1998,12442,365
1999,32755,365
2000,29538,366
2001,19814,365
2002,23263,355
2003,12641,353
2004,19080,366
2005,12593,365
2006,12708,362
2007,20286,334
2008,26800,366
2009,25540,365
2010,20485,365
2011,17817,365
2012,27908,366
2013,18982,365
2014,15896,365
2015,15071,364
2016,21581,364
2017,17650,365
2018,21308,364
2019,24208,365
2020,13302,267
2022,15811,302
