DATE,PRCP,NROWS
1970,5219,365
1971,5526,365
1972,5537,366
1973,4968,365
1974,8038,365
1975,4842,365
1976,4605,366
1977,6487,365
1978,3982,365
1979,6701,365
1980,6839,366
1981,7047,365
1982,5591,365
1983,6497,365
1984,5501,366
1985,5720,365
1986,5695,365
1987,5254,334
1988,5380,366
1989,5199,365
1990,3332,180
1997,4260,365
1998,5877,365
1999,4897,365
2000,5265,366
2001,5696,365
2002,4564,358
2003,5421,365
2004,6208,366
2005,5445,358
2006,4524,362
2007,6167,364
2008,6715,366
2009,4346,365
2010,5004,365
2011,5997,365
2012,6920,366
2013,6069,364
2014,4853,363
2015,5455,365
2016,5160,366
2017,6167,364
2018,4393,365
2019,5667,364
2020,5487,366
2021,5790,365
2022,3853,273
