DATE,PRCP,NROWS
1980,16436,366
1981,16506,365
1982,18298,365
1983,13443,365
1984,16186,366
1985,13847,327
1986,17132,365
1987,8154,365
1988,17796,366
1989,21811,365
1990,18908,365
1991,18960,365
1992,14764,366
1993,13373,365
1994,12023,365
1995,11237,365
1996,25249,366
1997,17584,365
1998,7712,365
1999,19644,243
2002,2311,92
2003,9619,365
2004,16137,366
2005,17879,365
2006,12769,365
2007,19086,365
2008,22301,366
2009,25239,365
2010,12344,334
2011,19351,334
2012,24140,366
2013,19265,365
2014,10110,365
2015,7405,189
2016,16605,303
2017,15900,365
2018,19110,365
2019,17600,365
2020,12655,366
2021,16110,365
2022,10570,365
