DATE,PRCP,NROWS
1980,29783,366
1981,19235,365
1982,29317,365
1983,28615,365
1984,25460,366
1985,26985,365
1986,29287,365
1987,17050,365
1988,31854,366
1989,26083,365
1990,34257,365
1991,28648,365
1992,21166,366
1993,20256,335
1994,21779,365
1995,30302,365
1996,27242,366
1997,34892,365
1998,19010,334
1999,6859,59
2001,11584,245
2002,21814,334
2003,14450,334
2004,20307,366
2005,23384,365
2006,22125,359
2007,31923,365
2008,27664,366
2009,22280,365
2010,22265,317
2011,26826,365
2012,32811,366
2013,33318,365
2014,20146,365
2015,14743,365
2016,26050,362
2017,25887,365
2018,25624,365
2019,25851,365
2020,20045,298
2021,1,1
2022,27830,362
