DATE,PRCP,NROWS
1980,18927,366
1981,20654,365
1982,15641,365
1983,18117,365
1984,23048,366
1985,24057,363
1986,25257,365
1987,15454,365
1988,27775,366
1989,25533,365
1990,29041,365
1991,16316,364
1992,19460,366
1993,18187,365
1994,21770,365
1995,20970,365
1996,25912,366
1997,27786,365
1998,13397,365
1999,36611,365
2000,34337,366
2001,26227,365
2002,28898,365
2003,24000,365
2004,17867,366
2005,17244,365
2006,16452,361
2007,29302,365
2008,23727,366
2009,36759,365
2010,27803,365
2011,29129,365
2012,32025,366
2013,25816,331
2014,18183,295
2015,15973,227
2016,25382,299
2017,25643,286
2018,21311,245
2019,18799,293
2020,15056,312
