DATE,PRCP,NROWS
1993,5213.0,62
1994,26434.0,365
1995,27432.0,365
1996,33592.0,366
1997,22369.0,365
1998,20873.0,335
1999,30495.0,365
2000,37292.0,366
2001,29394.0,365
2002,34522.0,365
2003,32233.0,335
2004,24437.0,366
2005,28705.0,304
2006,35069.0,365
2007,32952.0,365
2008,22933.0,336
2009,28531.0,365
2010,27314.0,337
2011,37437.0,364
2012,4980.0,121
2013,16994.0,153
2014,36452.0,365
2015,23519.0,332
2016,20187.0,336
2017,31862.0,334
2018,26091.0,331
2019,16323.0,306
2020,25888.0,366
2021,24938.0,365
2022,24241.0,365
2023,34941.0,365
2024,18892.0,266
