DATE,PRCP,NROWS
1750,3676.0,140
1992,7478.0,359
1993,6558.0,362
1994,3900.0,333
1995,4996.0,359
1996,7939.0,364
1997,5126.0,365
1998,7008.0,356
1999,5272.0,355
2000,4402.0,330
2001,4032.0,354
2002,4126.0,361
2003,3953.0,359
2004,4630.0,356
2005,6694.0,360
2006,2681.0,361
2007,4917.0,352
2008,4541.0,323
2009,4521.0,365
2010,11643.0,365
2011,6069.0,365
2012,5068.0,333
2013,5038.0,365
2014,5558.0,292
2015,5568.0,365
2016,9324.0,366
2017,6262.0,364
2018,4032.0,365
2019,2992.0,362
2020,9666.0,366
2021,9118.0,365
2022,12950.0,365
2023,6646.0,364
