DATE,PRCP,NROWS
1956,2699.0,366
1957,2818.0,365
1958,3811.0,365
1959,3455.0,365
1960,3770.0,366
1961,3087.0,365
1962,3038.0,365
1963,5034.0,365
1964,4454.0,366
1965,4185.0,365
1966,4301.0,365
1967,3013.0,365
1968,4596.0,366
1969,2569.0,365
1970,3839.0,365
1971,3793.0,365
1972,2011.0,364
1973,4659.0,365
1974,4893.0,365
1975,3682.0,365
1976,4011.0,366
1977,3438.0,365
1978,3725.0,365
1979,2886.0,363
1980,2353.0,366
1981,3225.0,365
1982,3404.0,365
1983,3947.0,365
1984,3268.0,366
1985,2438.0,365
1986,2969.0,364
1987,4283.0,364
1988,3538.0,366
1989,3090.0,365
1990,4477.0,365
1991,3261.0,365
1992,4306.0,366
1993,2982.0,364
1994,2494.0,365
1995,3463.0,363
1996,4075.0,366
1997,3027.0,365
1998,3188.0,365
1999,4309.0,365
2000,3968.0,366
2001,3908.0,365
2002,2663.0,365
2003,4863.0,365
2004,3191.0,366
2005,3667.0,364
2006,4791.0,365
2007,2433.0,365
2008,4649.0,366
2009,2610.0,364
2010,1439.0,365
2011,5111.0,363
2012,3186.0,366
2013,4330.0,365
2014,3872.0,365
2015,3696.0,365
2016,4258.0,366
2017,4556.0,338
2018,3132.0,365
2019,1902.0,365
2020,1974.0,214
