DATE,PRCP,NROWS
1966,2440.0,61
1967,33251.0,364
1968,16214.0,355
1969,18599.0,353
1970,14452.0,361
1971,18725.0,352
1972,22351.0,362
1973,17226.0,363
1974,26059.0,360
1975,26171.0,365
1976,22990.0,366
1977,20640.0,365
1978,22080.0,365
1979,14909.0,365
1980,13838.0,366
1981,16868.0,365
1982,20738.0,365
1983,17986.0,365
1984,20777.0,365
1985,25998.0,365
1986,12468.0,365
1987,15400.0,365
1988,24736.0,363
1989,26216.0,365
1990,23961.0,363
1991,11373.0,361
1992,14923.0,330
1993,15399.0,355
1994,11573.0,349
1995,28338.0,363
1996,26064.0,364
1997,15318.0,356
1998,16794.0,364
1999,25955.0,365
2000,16040.0,356
2001,22513.0,364
2002,12037.0,365
2003,15449.0,365
2004,16781.0,366
2005,16889.0,365
2006,17252.0,361
2007,19273.0,358
2008,24433.0,366
2009,27846.0,365
2010,17945.0,365
2011,26454.0,365
2012,15888.0,366
2013,24052.0,365
2014,11548.0,365
2015,17602.0,335
2016,13214.0,366
2017,17313.0,364
2018,16155.0,365
2019,6488.0,365
2020,11427.0,151
