DATE,PRCP,NROWS
1951,2865,246
1952,2988,212
1953,4050,215
1954,2278,365
1955,2977,365
1956,5208,366
1957,6878,365
1958,3994,365
1959,4416,365
1960,5926,366
1961,5835,365
1962,5531,365
1963,4207,365
1964,4081,366
1965,6137,365
1966,6073,365
1967,6215,365
1968,5031,366
1969,5327,365
1970,6474,365
1971,6015,365
1972,5724,366
1973,6186,365
1974,5869,365
1975,5278,365
1976,4374,366
1977,6817,365
1978,7053,365
1979,5802,365
1980,7112,366
1981,7650,365
1982,5823,365
1983,6321,365
1984,6465,366
1985,5541,365
1986,6836,365
1987,6913,365
1988,7051,366
1989,6337,365
1990,7348,365
1991,6395,365
1992,5755,366
1993,6903,365
1994,6430,365
1995,6534,365
1996,5385,366
1997,5370,365
1998,6392,365
1999,5974,365
2000,6014,366
2001,8272,365
2002,4918,365
2003,4746,365
2004,6774,366
2005,5979,365
2006,4099,333
2007,8620,365
2008,8164,366
2009,6180,365
2010,6776,365
2011,7668,365
2012,9561,366
2013,5434,365
2014,5758,365
2015,5280,365
2016,5751,366
2017,6516,365
2018,5249,364
2019,6795,365
2020,6858,366
2021,6879,365
2022,6414,365
2023,6195,335
2024,2879,213
