DATE,PRCP,NROWS
1928,0,1
1929,5072,365
1930,5725,365
1931,5707,365
1932,5584,366
1933,4201,365
1934,4947,365
1935,5766,365
1936,4708,366
1937,5175,365
1938,5900,365
1939,4113,365
1940,4185,366
1941,3569,355
1942,4601,365
1943,4814,365
1944,4077,305
1945,5128,365
1946,4202,365
1947,3801,365
1948,5864,366
1949,4891,365
1950,5159,365
1951,4180,365
1952,6689,366
1953,4305,365
1954,5436,365
1955,4148,365
1956,5004,366
1957,4877,365
1958,4585,365
1959,4749,365
1960,4580,366
1961,5757,365
1962,6466,365
1963,4747,365
1964,3595,366
1965,4256,365
1966,5689,365
1967,6402,365
1968,5131,366
1969,5010,365
1970,4995,365
1971,6190,365
1972,5299,366
1973,5815,365
1974,5003,365
1975,5584,365
1976,4352,366
1977,5819,365
1978,7410,365
1979,6220,365
1980,5459,366
1981,7751,365
1982,5871,365
1983,6456,365
1984,6235,366
1985,7048,365
1986,6885,365
1987,7630,365
1988,7324,366
1989,5851,365
1990,7677,365
1991,6148,365
1992,4481,366
1993,5916,365
1994,5985,365
1995,6103,365
1996,5171,366
1997,6180,365
1998,7727,365
1999,5679,365
2000,6469,366
2001,7266,365
2002,4479,365
2003,7616,365
2004,6906,366
2005,5683,365
2006,4107,365
2007,5708,365
2008,8525,366
2009,7128,365
2010,8299,365
2011,6660,365
2012,7613,366
2013,5930,365
2014,5820,365
2015,5635,365
2016,7802,366
2017,7588,365
2018,4681,364
2019,5951,365
2020,6230,366
2021,5780,365
2022,5535,365
2023,5623,335
2024,3273,213
