DATE,PRCP,NROWS,MULT
2000,19022.0,366,1.0
2001,20201.0,365,1.0619808642624329
2002,15214.0,365,0.7531310331171724
2003,19843.0,365,1.3042592349152096
2004,20092.0,366,1.0125485057702968
2005,23153.0,365,1.152349193708939
2006,19375.0,365,0.8368246015635122
2007,22512.0,365,1.161909677419355
2008,17252.0,366,0.7663468372423596
2009,19707.0,365,1.1423023417574774
2010,15190.0,365,0.7707921043284113
2011,26933.0,365,1.7730743910467412
2012,20049.0,366,0.7444027772620948
2013,26231.0,365,1.3083445558381963
2014,15388.0,365,0.5866341351835614
2015,28559.0,365,1.8559266961268521
2016,18761.0,366,0.6569207605308309
2017,25290.0,365,1.3480091679547999
2018,18668.0,365,0.7381573744563068
2019,21348.0,365,1.1435611742018428
2020,25466.0,366,1.1928986321903692
2021,22254.0,365,0.8738710437446007
2022,25886.0,365,1.163206614541206
2023,17506.0,365,0.6762728888202117
