DATE,PRCP,NROWS
1919,4126.0,123
1920,6715.0,306
1921,7826.0,334
1922,7254.0,307
1923,4860.0,203
1924,6856.0,234
1925,5791.0,365
1926,8439.0,365
1927,5462.0,365
1928,9196.0,366
1929,7358.0,340
1930,4764.0,365
1931,9459.0,365
1932,7328.0,344
1933,2059.0,249
1934,6173.0,365
1935,9522.0,365
1936,7467.0,366
1937,6855.0,365
1938,6941.0,365
1939,6738.0,365
1940,7370.0,366
1941,11530.0,365
1942,9228.0,365
1943,8377.0,365
1944,8763.0,366
1945,8431.0,346
1946,9049.0,365
1947,11295.0,290
1948,5812.0,353
1949,6784.0,365
1950,6303.0,365
1951,9070.0,364
1952,7601.0,336
1953,5370.0,365
1954,8495.0,365
1955,6516.0,365
1956,7049.0,366
1957,4832.0,303
1958,7848.0,365
1959,10154.0,365
1960,8192.0,366
1961,10561.0,365
1962,6903.0,365
1963,7336.0,365
1964,8192.0,366
1965,9181.0,365
1966,591.0,90
2024,0.0,18
