DATE,PRCP,NROWS
1951,11200.0,265
1952,10217.0,365
1953,5960.0,365
1971,229.0,30
1974,877.0,30
1978,3511.0,118
1979,12090.0,341
1980,9027.0,366
1981,11546.0,333
1982,13681.0,364
1983,12973.0,363
1984,12564.0,366
1985,12953.0,365
1986,7157.0,223
1987,698.0,59
1992,6656.0,245
1993,14438.0,365
1994,9360.0,365
1995,10164.0,365
1996,10983.0,366
1997,10031.0,365
1998,11084.0,365
1999,10658.0,365
2000,9015.0,305
2001,9892.0,365
2002,10022.0,365
2003,4315.0,246
2004,11961.0,366
2005,10157.0,365
2006,11494.0,365
2007,9677.0,365
2008,13071.0,365
2009,14254.0,365
2010,7221.0,335
2011,13445.0,337
2012,7665.0,226
2013,11122.0,83
2014,8313.0,90
2015,13496.0,128
2016,6351.0,345
2017,8610.0,357
2018,12228.0,357
2019,10391.0,361
2020,9982.0,365
2021,12461.0,358
2022,9192.0,317
2023,8416.0,362
2024,7576.0,199
