DATE,PRCP,NROWS
1998,0.0,1
2002,0.0,1
2010,2088.0,182
2011,2614.0,361
2012,3400.0,366
2013,2549.0,352
2014,3825.0,361
2015,4263.0,363
2016,3223.0,352
2017,2394.0,362
2018,4903.0,363
2019,4258.0,360
2020,1715.0,365
2021,4167.0,362
2022,3283.0,317
2023,1453.0,26
