DATE,PRCP,NROWS
2000,0,1
2001,0,1
2005,0,1
2006,0,1
2013,2448,106
2014,15565,362
2015,12809,362
2016,19685,363
2017,19543,364
2018,7664,111
2019,2139,72
2020,320,39
