DATE,PRCP,NROWS
1973,6282.0,211
1978,423.0,31
1985,1583.0,30
1986,1431.0,30
1988,3.0,29
1992,1263.0,61
1993,7558.0,365
1994,4994.0,365
1995,6945.0,245
1996,10007.0,366
1997,12245.0,365
1998,7731.0,365
1999,8087.0,365
2000,10003.0,366
2001,6687.0,365
2002,8988.0,365
2003,6692.0,365
2004,9012.0,335
2005,5888.0,275
2006,8217.0,365
2007,9453.0,365
2008,8741.0,366
2009,8452.0,364
2010,10101.0,365
2011,4597.0,361
2012,5061.0,366
2013,10140.0,365
2014,7596.0,365
2015,7111.0,272
2016,8766.0,366
2017,8640.0,365
2018,13229.0,365
2019,9420.0,365
2020,7675.0,366
2021,7025.0,365
2022,5670.0,365
2023,8165.0,365
2024,5772.0,269
