DATE,PRCP,TMAX,NROWS,MULT
2000,8318.0,,366,1.0
2001,7709.0,,365,0.9267852849242606
2002,7555.0,,335,0.9800233493319497
2003,8412.0,,365,1.11343481138319
2004,9161.0,,334,1.0890394674274846
2005,11642.0,,364,1.270821962667831
2006,10750.0,,365,0.9233808623947776
2007,9778.0,,364,0.9095813953488372
2008,10324.0,,366,1.0558396400081815
2009,8333.0,,364,0.8071483920960868
2010,9131.0,,365,1.095763830553222
2011,10296.0,,302,1.1275873398313438
2012,7933.0,,322,0.7704933954933955
2013,9416.0,,316,1.1869406277574688
2014,8270.0,,321,0.8782922684791844
2015,8823.0,,309,1.0668681983071342
2016,8517.0,,331,0.9653179190751445
2017,9288.0,,329,1.090524832687566
2018,9815.0,,319,1.056739879414298
2019,9295.0,,314,0.9470198675496688
2020,6579.0,,290,0.7077998924152771
2021,9911.0,,287,1.5064599483204135
2022,7404.0,,296,0.7470487337301988
2023,7860.0,,302,1.0615883306320908
