DATE,PRCP,TMAX,NROWS,MULT
2000,5388.0,,336,1.0
2001,8610.0,,365,1.5979955456570156
2002,5546.0,,365,0.6441347270615563
2003,6913.0,,337,1.2464839523981248
2004,8505.0,,343,1.2302907565456387
2005,6350.0,,365,0.7466196355085244
2006,9124.0,,365,1.4368503937007875
2007,11435.0,,364,1.253288031565103
2008,12798.0,,363,1.1191954525579362
2009,9807.0,,365,0.76629160806376
2010,11074.0,,365,1.1291934332619558
2011,11270.0,,88,1.0176991150442478
2012,7442.0,,65,0.6603371783496007
2013,8383.0,,162,1.1264445041655469
2014,12494.0,,258,1.4903972324943338
2015,11169.0,,327,0.8939490955658717
2016,9520.0,,210,0.852359208523592
2017,9164.0,,123,0.9626050420168067
2018,9761.0,,149,1.0651462243561765
2019,9912.0,,156,1.0154697264624526
2020,5167.0,,266,0.5212873284907183
2021,7609.0,,365,1.472614670021289
2022,6133.0,,365,0.8060191878039165
2023,7582.0,,337,1.2362628403717593
