DATE,PRCP,TMAX,TMIN,NROWS,MULT
2000,12442.0,118.86301369863014,16.21095890410959,366,1.0
2001,12820.0,124.94505494505496,20.33516483516484,365,1.030380967690082
2002,12790.0,117.16438356164385,15.01095890410959,365,0.9976599063962559
2003,14819.0,126.67857142857144,26.912087912087912,365,1.158639562157936
2004,15232.0,125.48360655737704,26.57103825136612,366,1.0278696268304204
2005,11189.0,130.05753424657533,25.51506849315069,365,0.7345719537815126
2006,16473.0,133.413698630137,25.93972602739726,365,1.4722495307891679
2007,11907.0,128.54520547945205,25.78904109589041,365,0.7228191586232016
2008,15940.0,119.48907103825135,14.25136612021858,366,1.338708322835307
2009,13096.0,121.61369863013698,17.865753424657534,365,0.8215809284818067
2010,15110.0,117.66849315068494,21.55890410958904,365,1.1537874160048869
2011,16246.0,110.92328767123288,13.652054794520549,365,1.0751819986763733
2012,17024.0,123.13661202185791,22.770491803278688,366,1.0478887110673396
2013,12565.0,119.5013698630137,21.326027397260276,365,0.7380756578947368
2014,15280.0,122.14794520547945,25.47945205479452,365,1.2160764027059292
2015,13276.0,134.52328767123288,33.50410958904109,365,0.868848167539267
2016,15060.0,126.69398907103825,27.650273224043715,366,1.1343778246459777
2017,16299.0,128.15068493150685,21.46301369863014,365,1.0822709163346613
2018,14873.0,124.67671232876712,22.28219178082192,365,0.9125099699368059
2019,12693.0,119.46849315068494,17.46301369863014,365,0.8534256706784106
2020,14005.0,122.78415300546447,21.950819672131143,366,1.103364058930119
2021,12612.0,128.73424657534247,24.164835164835164,365,0.9005355230274902
2022,13923.0,124.03835616438356,18.994520547945207,365,1.1039486203615605
2023,10648.0,130.78082191780825,26.30958904109589,365,0.7647777059541765
