DATE,PRCP,TMAX,NROWS,MULT
2000,5948.0,,181,1.0
2001,10267.0,,363,1.7261264290517822
2002,10665.0,,326,1.038764975163144
2003,6414.0,,348,0.6014064697609002
2004,1886.0,,121,0.2940442781415653
2005,7536.0,,365,3.99575821845175
2006,7293.0,,365,0.9677547770700637
2007,7546.0,,364,1.0346907993966818
2008,6989.0,,366,0.9261860588391201
2009,6514.0,,354,0.9320360566604664
2010,10623.0,,363,1.630795210316242
2011,8229.0,,364,0.774639932222536
2012,7100.0,-178.0,364,0.8628022846032325
2013,9663.0,,364,1.3609859154929578
2014,10901.0,,365,1.128117561833799
2015,10835.0,,365,0.9939455095862765
2016,10991.0,,366,1.0143977849561605
2017,9663.0,,365,0.8791738695296152
2018,8743.0,,365,0.9047914726275483
2019,11710.0,,365,1.339357200045751
2020,8082.0,,366,0.6901793339026473
2021,8631.0,,365,1.0679287305122493
2022,7947.0,,365,0.9207507820646507
2023,8086.0,,365,1.017490877060526
