DATE,PRCP,TMAX,NROWS,MULT
2000,7149.0,,366,1.0
2001,9025.0,,365,1.2624143236816339
2002,5344.0,,365,0.5921329639889197
2003,6361.0,,365,1.190306886227545
2004,7131.0,,366,1.1210501493475868
2005,8944.0,,365,1.2542420417893703
2006,6337.0,,365,0.7085196779964222
2007,10568.0,,365,1.6676660880542844
2008,7506.0,,366,0.7102573807721423
2009,9696.0,,334,1.2917665867306156
2010,9273.0,,365,0.9563737623762376
2011,9806.0,,128,1.0574787016068155
2012,6853.0,,50,0.6988578421374668
2013,8793.0,,91,1.283087698818036
2014,6796.0,,105,0.772887524166951
2015,10326.0,,100,1.5194231901118305
2016,9029.0,,201,0.8743947317451094
2017,8600.0,,338,0.9524864326060472
2018,8778.0,,340,1.0206976744186047
2019,12312.0,,340,1.4025974025974026
2020,8073.0,,366,0.6557017543859649
2021,5570.0,,365,0.6899541682150377
2022,8132.0,,339,1.459964093357271
2023,7109.0,,365,0.8742006886374816
