DATE,PRCP,TMAX,NROWS,MULT
2000,11384.0,,366,1.0
2001,7996.0,,365,0.702389318341532
2002,12274.0,,364,1.5350175087543771
2003,12141.0,,365,0.9891640866873065
2004,11497.0,,366,0.9469565933613376
2005,10247.0,,364,0.8912759850395755
2006,12375.0,,365,1.2076705377183565
2007,10549.0,,365,0.8524444444444444
2008,10516.0,,366,0.9968717413972888
2009,11964.0,,365,1.1376949410422215
2010,11115.0,,365,0.929037111334002
2011,13667.0,,365,1.229599640125956
2012,10042.0,,331,0.7347625667666642
2013,9489.0,,364,0.9449312885879307
2014,9359.0,,355,0.986299926230372
2015,9796.0,,359,1.0466930227588418
2016,9079.0,,366,0.9268068599428338
2017,12218.0,,364,1.3457429232294305
2018,11513.0,,365,0.9422982484858405
2019,10239.0,,364,0.8893424824111874
2020,9312.0,,360,0.9094638148256665
2021,11036.0,,365,1.1851374570446735
2022,9643.0,,365,0.8737767306995288
2023,8377.0,,365,0.8687130561028725
