DATE,PRCP,NROWS,MULT
2000,8303.0,366,1.0
2001,9734.0,365,1.1723473443333734
2002,9932.0,365,1.0203410725292787
2003,14480.0,365,1.4579138139347563
2004,11212.0,366,0.7743093922651934
2005,11224.0,337,1.0010702818408848
2006,10089.0,365,0.8988774055595153
2007,6402.0,365,0.6345524829021707
2008,8174.0,366,1.2767885035926274
2009,13376.0,365,1.6364081233178371
2010,9595.0,365,0.7173295454545454
2011,7749.0,270,0.8076081292339761
2012,10846.0,366,1.3996644728352046
2013,16103.0,365,1.4846948183662179
2014,10745.0,365,0.6672669688877849
2015,13828.0,365,1.2869241507677989
2016,9102.0,366,0.6582296789123517
2017,12424.0,365,1.3649747308283893
2018,17471.0,365,1.4062298776561495
2019,15611.0,365,0.8935378627439757
2020,21187.0,366,1.3571840368970598
2021,10449.0,365,0.4931797800538066
2022,13332.0,365,1.275911570485214
2023,11528.0,360,0.8646864686468647
