DATE,PRCP,TMIN,NROWS,MULT
2000,13610.0,,366,1.0
2001,10810.0,,365,0.7942689199118296
2002,12676.0,,365,1.172617946345976
2003,12766.0,,365,1.0071000315556957
2004,13768.0,,366,1.0784897383675387
2005,11834.0,,365,0.8595293434049971
2006,14913.0,,365,1.260182524928173
2007,10696.0,,365,0.7172265808355126
2008,16822.0,,366,1.5727374719521316
2009,14418.0,,364,0.8570919034597551
2010,10233.0,,365,0.7097378277153558
2011,15704.0,,363,1.5346428222417667
2012,8965.0,,366,0.57087366276108
2013,13100.0,,357,1.4612381483547128
2014,14732.0,,365,1.1245801526717558
2015,12705.0,,365,0.86240836274776
2016,14699.0,,366,1.1569460842188115
2017,12579.0,,365,0.8557725015307164
2018,14628.0,,365,1.162890531838779
2019,16018.0,,364,1.0950232430954334
2020,13205.0,,318,0.8243850667998501
2021,14424.0,,355,1.0923135176069672
2022,13768.0,,364,0.954520244037715
2023,10827.0,,365,0.7863887274840209
