DATE,PRCP,TMAX,TMIN,NROWS,MULT
2000,13145.0,142.1775956284153,43.69398907103825,366,1.0
2001,11228.0,153.10192837465564,49.14794520547945,365,0.8541650817801445
2002,12245.0,153.7835616438356,53.24657534246575,365,1.0905771286070538
2003,12634.0,136.20604395604394,42.65753424657535,365,1.0317680685994284
2004,12886.0,147.32537313432834,56.30149253731344,335,1.019946176982745
2005,11706.0,149.1676646706587,52.98498498498498,334,0.9084277510476486
2006,16220.0,158.44383561643835,48.61917808219178,365,1.3856142149325132
2007,11407.0,150.82072829131653,34.78089887640449,357,0.7032675709001233
2008,14350.0,144.96056338028168,32.96910112359551,366,1.2579994740071885
2009,13157.0,137.66298342541435,31.986225895316803,365,0.9168641114982579
2010,12095.0,155.12320916905443,45.22988505747127,358,0.9192825112107623
2011,13176.0,145.15680473372782,36.38053097345133,345,1.0893757751136834
2012,9835.0,151.37570621468927,50.17563739376771,366,0.7464329083181542
2013,9227.0,148.0808383233533,38.3680981595092,350,0.9381799694966955
2014,12868.0,141.3779069767442,39.49851632047478,359,1.394602796141758
2015,8965.0,149.46987951807228,42.299093655589125,358,0.6966894622318931
2016,6247.0,147.4106463878327,32.85823754789272,342,0.6968209704406023
2017,9427.0,147.640522875817,37.66013071895425,353,1.5090443412838161
2018,11902.0,143.52777777777777,40.52430555555556,359,1.2625437572928822
2019,10328.0,139.57785467128028,37.15972222222222,353,0.8677533187699547
2020,9647.0,157.0058651026393,55.36950146627566,361,0.9340627420604183
2021,14838.0,149.3620178041543,51.87125748502994,364,1.5380947444801494
2022,6924.0,155.18639053254438,49.63823529411765,363,0.46663970885564093
2023,9660.0,150.26845637583892,54.04095563139932,355,1.3951473136915078
