DATE,PRCP,NROWS
2000,0.0,1
2002,0.0,1
2013,3161.0,38
2014,18251.0,329
2015,16857.0,328
2016,13369.0,317
2017,13508.0,319
2018,14676.0,312
2019,15328.0,303
2020,13787.0,341
2021,12710.0,321
2022,14137.0,318
2023,16801.0,303
2024,8508.0,249
