DATE,PRCP,NROWS
1991,4044.0,184
1992,4131.0,245
1993,4900.0,365
1994,5590.0,365
1995,5637.0,365
1996,6015.0,366
1997,3876.0,365
1998,5196.0,364
1999,5578.0,365
2000,5179.0,366
2001,3328.0,365
2002,4378.0,365
2003,3650.0,365
2004,5020.0,366
2005,5742.0,362
2006,5249.0,365
2007,5277.0,334
2008,3695.0,256
2009,4812.0,365
2010,6442.0,365
2011,5880.0,365
2012,6128.0,366
2013,5398.0,365
2014,6779.0,365
2015,5250.0,345
2016,6889.0,360
2017,3488.0,360
2018,4910.0,365
2019,4046.0,365
2020,4553.0,366
2021,3931.0,365
2022,5688.0,365
2023,3757.0,365
2024,1446.0,117
