DATE,PRCP,NROWS
1928,66.0,61
1929,2722.0,364
1930,2104.0,363
1931,2854.0,364
1932,3429.0,366
1933,3010.0,365
1934,2293.0,365
1935,3755.0,334
1936,1926.0,305
1937,1692.0,304
1938,2602.0,361
1939,1752.0,274
1940,1325.0,244
1941,1973.0,273
1942,4438.0,365
1943,2246.0,365
1944,2318.0,366
1945,2217.0,365
1946,3666.0,365
1947,2373.0,364
1948,2498.0,366
1949,2495.0,365
1950,2886.0,365
1951,4414.0,365
1952,2439.0,304
1953,4124.0,365
1954,4082.0,322
1955,3405.0,285
1956,2800.0,366
1957,3020.0,365
1958,2055.0,303
1959,166.0,90
1961,1372.0,257
1962,3095.0,334
1963,2703.0,275
1964,2975.0,337
1965,3725.0,361
1966,3606.0,361
1967,2752.0,361
1968,2683.0,366
1969,3117.0,365
1970,4079.0,364
1971,2754.0,365
1972,2439.0,366
1973,2147.0,365
1974,4478.0,365
1975,3374.0,362
1976,3392.0,366
1977,2978.0,365
1978,2284.0,365
1979,2284.0,334
1980,3146.0,336
1981,2809.0,331
1982,3900.0,296
1983,3050.0,357
1984,2920.0,359
1985,2010.0,360
1986,3570.0,365
1987,2060.0,243
1988,1390.0,270
1989,2150.0,360
1990,2420.0,363
1991,2670.0,291
1992,2060.0,358
1993,3372.0,360
1994,2708.0,365
1995,2990.0,335
1996,3236.0,333
1997,2125.0,360
1998,3330.0,304
1999,4778.0,365
2000,3162.0,366
2001,2098.0,365
2002,3319.0,365
2003,2118.0,365
2004,2728.0,337
2005,3204.0,307
2006,2744.0,273
2008,0.0,26
2009,0.0,28
2010,0.0,33
2011,0.0,30
2012,0.0,19
2013,0.0,23
2014,0.0,22
2015,3788.0,47
2016,5300.0,65
2017,810.0,34
2018,1016.0,34
2019,3404.0,59
2020,2942.0,50
2021,1260.0,36
2022,1994.0,62
2024,420.0,13
