DATE,PRCP,NROWS
1991,5918.0,306
1992,4663.0,366
1993,6376.0,365
1994,6275.0,365
1995,6060.0,334
1996,6203.0,365
1997,4944.0,365
1998,5856.0,364
1999,4742.0,365
2000,6504.0,366
2001,4655.0,365
2002,4979.0,365
2003,4012.0,365
2004,6875.0,366
2005,5746.0,363
2006,4560.0,365
2007,5405.0,335
2008,5390.0,353
2009,4507.0,347
2010,7470.0,365
2011,4370.0,365
2012,4965.0,365
2013,5911.0,365
2014,3991.0,365
2015,5021.0,363
2016,4050.0,296
2017,3486.0,360
2018,3989.0,365
2019,6205.0,346
2020,3640.0,366
2021,4804.0,365
2022,7894.0,365
2023,3664.0,360
2024,978.0,118
