DATE,PRCP,NROWS
1980,4538.0,153
1981,8960.0,365
1982,8694.0,365
1983,9600.0,365
1984,9375.0,366
1985,5407.0,365
1986,9238.0,365
1987,5982.0,365
1988,8164.0,366
1989,6305.0,362
1990,11204.0,365
1991,8810.0,365
1992,8530.0,366
1993,6702.0,365
1994,9165.0,365
1995,10880.0,365
1996,11966.0,366
1997,12020.0,365
1998,10718.0,365
1999,11856.0,365
2000,6569.0,366
2001,7906.0,365
2002,6332.0,362
2003,10396.0,365
2004,7598.0,366
2005,7756.0,365
2006,10668.0,363
2007,8534.0,305
2008,2935.0,57
2009,5914.0,85
2010,4992.0,89
2011,5494.0,79
2012,7550.0,105
2013,3610.0,75
2014,6144.0,90
2015,8256.0,134
2016,10094.0,206
2017,10207.0,178
2018,9096.0,171
2019,7686.0,166
2020,12808.0,366
2021,11306.0,365
2022,9238.0,365
2023,7076.0,365
2024,4025.0,118
