DATE,PRCP,NROWS
1986,1130.0,121
1987,4080.0,365
1988,4551.0,366
1989,4333.0,365
1990,5721.0,365
1991,6394.0,365
1992,4182.0,365
1993,4885.0,365
1994,4953.0,365
1995,6476.0,365
1996,5851.0,366
1997,3394.0,365
1998,6440.0,365
1999,5458.0,365
2000,6450.0,366
2001,4087.0,365
2002,4898.0,365
2003,3795.0,365
2004,6401.0,366
2005,5129.0,365
2006,4047.0,365
2007,3775.0,333
2008,4809.0,347
2009,4839.0,350
2010,6666.0,345
2011,5097.0,362
2012,5952.0,341
2013,6864.0,359
2014,6956.0,364
2015,5940.0,359
2016,6756.0,334
2017,4328.0,354
2018,4784.0,362
2019,4660.0,364
2020,4886.0,360
2021,5274.0,361
2022,5966.0,227
2023,4408.0,331
2024,1300.0,104
