DATE,PRCP,NROWS
1987,1550.0,184
1988,3950.0,366
1989,3685.0,365
1990,5215.0,365
1991,4821.0,365
1992,3172.0,366
1993,4262.0,365
1994,4246.0,365
1995,5694.0,365
1996,4455.0,359
1997,3168.0,365
1998,5622.0,365
1999,5441.0,365
2000,5284.0,366
2001,4113.0,365
2002,4522.0,365
2003,3572.0,365
2004,6235.0,366
2005,5510.0,365
2006,4580.0,365
2007,4612.0,365
2008,5176.0,366
2009,5389.0,356
2010,6737.0,348
2011,4908.0,351
2012,4586.0,366
2013,5010.0,362
2014,5726.0,362
2015,4938.0,345
2016,5783.0,347
2017,3414.0,358
2018,3930.0,363
2019,5536.0,365
2020,6428.0,366
2021,4194.0,365
2022,7275.0,365
2023,3170.0,365
2024,1154.0,119
