DATE,PRCP,NROWS
1962,13530.0,306
1963,15662.0,365
1964,15445.0,365
1965,14759.0,363
1966,18217.0,358
1967,19064.0,365
1968,21236.0,366
1969,13547.0,365
1970,15069.0,365
1971,20695.0,365
1972,19490.0,365
1973,16853.0,365
1974,20892.0,365
1975,20258.0,364
1976,16588.0,366
1977,14170.0,363
1978,13859.0,362
1979,17756.0,364
1980,19749.0,366
1981,16953.0,365
1982,7449.0,178
1983,5687.0,89
1984,17320.0,335
1985,9320.0,362
1986,16499.0,365
1987,12631.0,363
1988,16305.0,333
1989,14130.0,361
1990,12621.0,289
1991,17141.0,363
1992,15827.0,364
1993,13387.0,365
1994,16814.0,365
1995,19147.0,365
1996,19345.0,362
1997,21970.0,365
1998,18463.0,365
1999,19161.0,365
2000,14394.0,366
2001,16580.0,365
2002,13132.0,364
2003,16549.0,365
2004,16479.0,366
2005,16518.0,365
2006,18417.0,365
2007,18696.0,327
2008,9139.0,96
2009,4906.0,51
2010,13151.0,320
2011,13124.0,315
2012,14491.0,279
2013,11826.0,288
2014,17280.0,329
2015,16805.0,358
2016,17580.0,366
2017,37843.0,359
2018,20448.0,365
2019,14680.0,365
2020,19780.0,365
2021,22256.0,364
2022,14204.0,365
2023,13989.0,365
2024,7244.0,119
