DATE,PRCP,NROWS
1987,4123.0,92
1988,20772.0,366
1989,25345.0,365
1990,22253.0,365
1991,21075.0,365
1992,18174.0,366
1993,17240.0,365
1994,20406.0,335
1995,5568.0,151
1996,19289.0,366
1997,15880.0,304
1998,5780.0,152
1999,16583.0,335
2000,22453.0,335
2001,20504.0,365
2002,16095.0,305
2003,22505.0,365
2004,24120.0,305
2005,17356.0,335
2006,14440.0,365
2007,20299.0,365
2008,19671.0,366
2009,19654.0,365
2010,16132.0,365
2011,21618.0,365
2012,26160.0,275
2013,9833.0,242
2014,4153.0,90
2024,14049.0,280
