DATE,PRCP,NROWS
1984,2456.0,149
1985,4473.0,358
1986,4961.0,358
1987,4099.0,363
1988,3151.0,362
1989,3697.0,357
1990,4579.0,365
1991,6127.0,363
1992,4201.0,366
1993,5264.0,363
1994,5127.0,365
1995,5192.0,365
1996,4821.0,365
1997,5145.0,365
1998,5773.0,363
1999,4643.0,365
2000,6430.0,366
2001,4306.0,365
2002,5134.0,365
2003,4577.0,365
2004,5279.0,366
2005,6392.0,364
2006,3350.0,365
2007,4351.0,335
2008,5081.0,321
2009,5386.0,319
2010,5874.0,305
2011,3793.0,312
2012,4252.0,288
2013,3196.0,231
2014,2848.0,204
2015,5460.0,305
2016,6933.0,345
2017,3322.0,338
2018,2605.0,337
2019,5944.0,311
2020,3520.0,325
2021,4476.0,333
2022,5804.0,297
2023,3168.0,309
2024,806.0,101
